date,apy_roi,apy_cpi,cpi_one_dollar,roi_one_dollar,num_il_2,num_il_1,num_al_2,num_al_1,num_il,num_non_taylor_2,num_non_taylor_1,num_non_taylor,earn_norm_lc,earn_norm_cc,mo_earn_lc_norm,cum_mo_earn_lc_norm,mo_earn_cc_norm,cum_mo_earn_cc_norm,mo_earn_inv_lc_norm,cum_mo_earn_inv_lc_norm,mo_earn_inv_cc_norm,cum_mo_earn_inv_cc_norm,mo_earn_ss_man_norm,cum_mo_earn_ss_man_norm,mo_earn_ss_woman_norm,cum_mo_earn_ss_woman_norm,mo_earn_ss_norm,cum_mo_earn_ss_norm,mo_earn_pen_man_norm,cum_mo_earn_pen_man_norm,mo_earn_pen_woman_norm,cum_mo_earn_pen_woman_norm,mo_earn_pen_norm,cum_mo_earn_pen_norm,exp_norm_total_lc,exp_norm_total_cc,worth_norm_lc,worth_norm_cc,added_lc_worth_norm,mo_exp_lc_norm,cum_mo_exp_lc_norm,mo_exp_cc_norm,cum_mo_exp_cc_norm,mo_exp_al_cc_norm,cum_mo_exp_al_cc_norm,mo_exp_non_taylor_norm,cum_mo_exp_non_taylor_norm,mo_exp_total_lc_norm,cum_mo_exp_total_lc_norm,mo_exp_total_cc_norm,cum_mo_exp_total_cc_norm
2029-06-30,4.00000000000007,2.0000000000000684,1.0612080000000015,1.1248640000000012,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,605986.683498608,662754.4630792144,29827.18645209455,1097341.9139036348,31764.230522578833,1155621.2688638233,8362.536505139722,309134.4176755848,9322.353923339975,338012.20154463203,3445.0,124020.0,2667.0,96012.0,6112.0,220032.0,5375.9489185908815,199233.9590104022,1462.484263217011,54200.01829695781,6838.433181807893,253433.97730736004,1572042.865886745,950447.3220241696,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999985,345600.0,3862.918777946482,137078.95533607685,0.0,0.0,9611.999999999976,346032.0,19211.999999999854,1590148.027729127,13474.918777946486,963317.8546001994
2029-07-31,4.00000000000007,2.0000000000000684,1.0629606712902497,1.1285465120263647,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,621844.8503797798,680471.6288507864,29796.51049588226,1127138.424399517,31749.111398256457,1187370.3802620796,8352.923510510062,317487.34118609485,9320.449435939168,347332.65098057117,3445.0,127465.0,2667.0,98679.0,6112.0,226144.0,5367.084741785527,204601.04375218775,1460.0728342245638,55660.09113118237,6827.15757601009,260261.13488337013,1590146.7625780627,963151.3734950672,9620794.809064979,6257680.945803288,3363113.8632616904,9600.00000000001,355200.0,3866.1034803637517,140945.0588164406,0.0,0.0,9612.000000000007,355644.0,19211.99999999991,1609360.027729127,13478.103480363732,976795.9580805631
2029-08-31,4.00000000000007,2.0000000000000684,1.0647162372596293,1.1322410796388471,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,637657.6163694353,698155.849277689,29766.000457018035,1156904.4248565352,31734.122131577933,1219104.5023936576,8343.383516571783,325830.72470266663,9318.600081421435,356651.2510619926,3445.0,130910.0,2667.0,101346.0,6112.0,232256.0,5358.235180749709,209959.27893293745,1457.6653813362925,57117.75651251867,6815.900562086002,267077.03544545616,1608220.8085130642,975837.6651160427,9620794.809064979,6257680.945803288,3363113.8632616904,9600.000000000004,364800.0,3869.290808342191,144814.3496247828,0.0,0.0,9611.999999999982,365256.0,19211.999999999985,1628572.027729127,13481.290808342173,990277.2488889053
2029-09-30,4.00000000000007,2.0000000000000684,1.066474702688938,1.1359477423043007,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,653425.2035965434,715807.2899426338,29735.656248714084,1186640.0811052492,31719.262686631657,1250823.7650802892,8333.916495510968,334164.6411981776,9316.80585718225,365968.05691917485,3445.0,134355.0,2667.0,104013.0,6112.0,238368.0,5349.4002113841,215308.67914432156,1455.261897996165,58573.01841051483,6804.662109380265,273881.6975548364,1626265.05291141,988506.2287982937,9620794.809064979,6257680.945803288,3363113.8632616904,9600.0,374400.0,3872.4807640463605,148686.83038882917,0.0,0.0,9612.000000000005,374868.0,19212.000000000062,1647784.027729127,13484.480764046395,1003761.7296529517
2029-10-31,4.00000000000007,2.0000000000000684,1.06823607236687,1.1396665396187813,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,669147.8337680761,733426.1161503581,29705.47778462845,1216345.5588898777,31704.533027860816,1282528.29810815,8324.522419709458,342489.16361788707,9315.06676076789,375283.12367994274,3445.0,137800.0,2667.0,106680.0,6112.0,244480.0,5340.579809629104,220649.25895395066,1452.8623776589604,60025.88078817379,6793.442187288064,280675.1397421245,1644279.5449116048,1001157.0964025676,9620794.809064979,6257680.945803288,3363113.8632616904,9600.000000000015,384000.0,3875.67334964267,152562.50373847183,0.0,0.0,9611.999999999976,384480.0,19211.99999999999,1666996.027729127,13487.673349642619,1017249.4030025944
2029-11-30,4.00000000000007,2.0000000000000684,1.0700003510900278,1.1433975113079722,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,684825.7281701003,751012.4929283868,29675.4649788642,1246021.023868742,31689.93312006284,1314218.2312282128,8315.201261744729,350804.3648796318,9313.382789875108,384596.50646981783,3445.0,141245.0,2667.0,109347.0,6112.0,250592.0,5331.773951464799,225981.03290541546,1450.4668137902486,61476.34760196404,6782.240765255048,287457.38050737954,1662264.3335711306,1013790.2997392453,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999989,393600.0,3878.8685672992433,156441.37230577107,0.0,0.0,9612.000000000004,394092.0,19211.999999999938,1686208.027729127,13490.868567299329,1030740.2715698937
2029-12-31,4.00000000000007,2.0000000000000684,1.0717675436629361,1.1471406972276084,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,700459.1076688654,768566.5850277939,29645.61774596997,1275666.6416147118,31675.462928389883,1345893.6941566027,8305.952994389867,359110.31787402165,9311.753942351523,393908.26041216933,3445.0,144690.0,2667.0,112014.0,6112.0,256704.0,5322.98261291087,231304.0155183263,1448.075199866375,62924.42280183041,6771.057812777244,294228.43832015677,1680219.4678665805,1026405.8705684278,9620794.809064979,6257680.945803288,3363113.8632616904,9600.0,403200.0,3882.0664191860483,160323.43872495712,0.0,0.0,9611.999999999976,403704.0,19212.00000000014,1705420.0277291273,13494.066419185807,1044234.3379890795
2030-01-31,4.00000000000007,2.0000000000000684,1.0735376548980549,1.1508961373639017,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,716048.1927118909,786088.5569239624,29615.936000938855,1305282.5776156506,31661.122418348354,1377554.8165749512,8296.777590613581,367407.09546463523,9310.180216195271,403218.4406283646,3445.0,148135.0,2667.0,114681.0,6112.0,262816.0,5314.205770026537,236618.22128835286,1445.6875293744408,64370.11033120485,6759.893299400977,300988.33161955775,1698144.9966937923,1039003.8406000193,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999973,412800.0,3885.2669074747864,164208.7056324319,0.0,0.0,9611.999999999975,413316.0,19212.0,1724632.0277291273,13497.266907474816,1057731.6048965543
2030-02-28,4.00000000000007,2.0000000000000684,1.0753106896157918,1.154663871833969,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,731593.203329051,803578.572817343,29586.419659208717,1334868.9972748593,31646.91155579868,1409201.72813075,8287.675023579828,375694.7704882151,9308.66160955516,412527.1022379198,3445.0,151580.0,2667.0,117348.0,6112.0,268928.0,5305.4433989105,241923.66468726334,1443.3037958122868,65813.41412701714,6748.747194722787,307737.0788142805,1716040.9688679813,1051584.2414938128,9620794.809064979,6257680.945803288,3363113.8632616904,9600.000000000007,422400.0,3888.470034339022,168097.17566677093,0.0,0.0,9612.000000000004,422928.0,19211.99999999985,1743844.027729127,13500.470034338972,1071232.0749308933
2030-03-31,4.00000000000007,2.0000000000000684,1.0770866526445162,1.1584439408862597,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,747094.3591336574,821036.796634211,29557.068636661876,1364426.0659115212,31632.830306955788,1440834.5584377057,8278.64526664802,383973.4157548631,9307.198120730734,421834.30035865057,3445.0,155025.0,2667.0,120015.0,6112.0,275040.0,5296.695475700867,247220.3601629642,1440.9239926884743,67254.33811970562,6737.619468389341,314474.6982826699,1733907.4331238745,1064147.1048595733,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999985,432000.0,3891.6758019540666,171988.85146872498,0.0,0.0,9611.999999999976,432540.0,19212.000000000015,1763056.027729127,13503.675801954178,1084735.7507328475
2030-04-30,4.00000000000007,2.0000000000000684,1.0788655488205716,1.1622363849009862,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,762551.8793235404,838463.3920274223,29527.882849624722,1393953.9487611458,31618.87863838826,1472453.437076094,8269.68829337289,392243.104048236,9305.789748171954,431140.0901068225,3445.0,158470.0,2667.0,122682.0,6112.0,281152.0,5287.96197657509,252508.3221395393,1438.5481135222683,68692.88623322788,6726.510090097358,321201.20837276726,1751744.4381158403,1076692.4622571245,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999993,441600.0,3894.88421249703,175883.73568122202,0.0,0.0,9611.999999999975,442152.0,19211.999999999967,1782268.027729127,13506.884212496976,1098242.6349453444
2030-05-31,4.00000000000007,2.0000000000000684,1.0806473829882897,1.1660412443905557,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,777965.9826821274,855858.5223771691,29498.862214867564,1423452.8109760133,31605.05651701909,1504058.4935931133,8260.804077504243,400503.90812574024,9304.436490479631,440444.5265973021,3445.0,161915.0,2667.0,125349.0,6112.0,287264.0,5279.2428777499035,257787.5650172892,1436.1761518436197,70129.0623850715,6715.419029593523,327916.6274023608,1769552.0324180243,1089220.3451964294,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999982,451200.0,3898.0952681468075,179781.83094936883,0.0,0.0,9612.000000000024,451764.0,19212.000000000004,1801480.027729127,13510.095268146884,1111752.7302134912
2030-06-30,4.00000000000007,2.0000000000000684,1.0824321600000022,1.1698585600000018,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,793336.8875795208,873222.3507917325,29470.006649604322,1452922.8176256176,31591.36391012471,1535649.857503238,8251.992592987132,408755.9007187274,9303.13834640508,449747.6649437072,3445.0,165360.0,2667.0,128016.0,6112.0,293376.0,5270.538155481253,263058.10317277047,1433.8081011931472,71562.87048626466,6704.3462566744,334620.97365903517,1787330.26452448,1101730.7851376776,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999995,460800.0,3901.3089710841296,183683.13992045296,0.0,0.0,9611.99999999998,461376.0,19211.999999999975,1820692.027729127,13513.308971083976,1125266.0391845752
2030-07-31,4.00000000000007,2.0000000000000684,1.0842198847160553,1.1736883725074196,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,808664.8119735729,890555.0401082358,29441.316071492656,1482364.1336971102,31577.80078533566,1567227.6582885736,8243.253813961572,416999.15453268896,9301.895314850306,459049.5602585575,3445.0,168805.0,2667.0,130683.0,6112.0,299488.0,5261.847786064239,268319.9509588347,1431.4439551221208,72994.31444138677,6693.29174118636,341314.2654002215,1805079.1828493015,1114223.8134913673,9620794.809064979,6257680.945803288,3363113.8632616904,9600.000000000024,470400.0,3904.52532349147,187587.66524394442,0.0,0.0,9612.000000000004,470988.0,19212.00000000008,1839904.027729127,13516.525323491634,1138782.5645080667
2030-08-31,4.00000000000007,2.0000000000000684,1.0860105620048224,1.1775307228244014,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,823949.9734109588,907856.7528933941,29412.79039863291,1511776.924095743,31564.367110635812,1598792.0253992095,8234.587714762636,425233.7422474516,9300.70739486781,468350.2676534253,3445.0,172250.0,2667.0,133350.0,6112.0,305600.0,5253.171745833046,273573.1227046678,1429.083707192443,74423.39814857922,6682.255453025489,347996.520853247,1822798.835726754,1126699.4616183895,9620794.809064979,6257680.945803288,3363113.8632616904,9600.00000000002,480000.0,3907.7443275531155,191495.40957149753,0.0,0.0,9612.00000000001,480600.0,19212.00000000003,1859116.027729127,13519.74432755307,1152302.3088356198
2030-09-30,4.00000000000007,2.0000000000000684,1.0878041967427174,1.1813856519964732,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,839192.5890282474,925127.6514442653,29384.429549568988,1541161.3536453121,31551.06285436273,1630343.0882535721,8225.994269920258,433459.7365173719,9299.574585660841,477649.8422390861,3445.0,175695.0,2667.0,136017.0,6112.0,311712.0,5244.510011160879,278817.63271582866,1426.7273509766317,75850.12549955586,6671.237362137511,354667.75821538456,1840489.2714114068,1139157.7608301123,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999978,489600.0,3910.9659854552087,195406.37555695273,0.0,0.0,9612.000000000024,490212.0,19211.99999999984,1878328.0277291269,13522.96598545534,1165825.2748210751
2030-10-31,4.00000000000007,2.0000000000000684,1.089600793814208,1.185253201203533,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,854392.8755529721,942367.8977889984,29356.233443286914,1570517.587088599,31537.887985207777,1661880.97623878,8217.473454159144,441677.20997153106,9298.496886583076,486948.3391256692,3445.0,179140.0,2667.0,138684.0,6112.0,317824.0,5235.862558459902,284053.4952742886,1424.3748800578035,77274.50037961366,6660.237438517705,361327.99565390224,1858150.5380782643,1151598.7423884624,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999987,499200.0,3914.1902993856033,199320.56585633833,0.0,0.0,9611.99999999998,499824.0,19212.000000000073,1897540.0277291269,13526.19029938545,1179351.4651204606
2030-11-30,4.00000000000007,2.0000000000000684,1.091400358111829,1.1891334117602916,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,869551.049304697,959577.6536875808,29328.20199921578,1599845.789087815,31524.8424722153,1693405.8187109954,8209.025242398866,449886.2352139299,9297.474297138962,496245.8134228082,3445.0,182585.0,2667.0,141351.0,6112.0,323936.0,5227.229364181173,289280.72463846975,1422.0262880296546,78696.52666764331,6649.255652210828,367977.2513061131,1875782.6838228977,1164022.4375060112,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999949,508799.99999999994,3917.417271534063,203237.9831278724,0.0,0.0,9612.000000000013,509436.0,19212.00000000007,1916752.0277291269,13529.417271533943,1192880.8823919946
2030-12-31,4.00000000000007,2.0000000000000684,1.0932028945361956,1.1930263251167132,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,884667.3261960829,976757.0806325844,29300.33513722666,1629146.1242250416,31511.926284783196,1724917.7449957787,8200.649609753536,458086.8848236834,9296.506816983418,505542.3202397916,3445.0,186030.0,2667.0,144018.0,6112.0,330048.0,5218.610404814574,294499.33504328434,1419.6815684964452,80116.20823613975,6638.291973311019,374615.54327942414,1893385.756661574,1176428.8773460556,9620794.809064979,6257680.945803288,3363113.8632616904,9600.00000000005,518400.0,3920.6469040920606,207158.63003196445,0.0,0.0,9612.000000000025,519048.0,19211.99999999986,1935964.0277291266,13532.646904092273,1206413.5292960869
2031-01-31,4.00000000000007,2.0000000000000684,1.0950084079960165,1.1969319828584584,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,899741.9217339512,993906.33984991,29272.632777632647,1658418.7570026743,31499.139392662466,1756416.8843884412,8192.346531531934,466279.23135521536,9295.5944459221,514837.9146857137,3445.0,189475.0,2667.0,146685.0,6112.0,336160.0,5210.0056568887585,299709.3407001731,1417.3407150729804,81533.54895121272,6627.346371961739,381242.8896513859,1910959.8045313894,1188818.0930227018,9620794.809064979,6257680.945803288,3363113.8632616904,9600.000000000002,528000.0,3923.879199252928,211082.50923121738,0.0,0.0,9611.999999999947,528660.0,19211.99999999995,1955176.0277291266,13535.87919925277,1219949.4084953396
2031-02-28,4.00000000000007,2.0000000000000684,1.0968169034081081,1.2008504267073283,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,914775.0510203453,1011025.5922995314,29245.094841188828,1687663.851843863,31486.481765957327,1787903.3661543985,8184.115983237462,474463.3473384528,9294.73718391118,524132.6518696249,3445.0,192920.0,2667.0,149352.0,6112.0,342272.0,5201.415096971076,304910.7557971442,1415.0037213845942,82948.55267259732,6616.418818355671,387859.30846974155,1928504.8752903985,1201190.1156009492,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999995,537600.0,3927.1141592117806,215009.62339042916,0.0,0.0,9611.999999999984,538272.0,19211.999999999978,1974388.0277291266,13539.114159211764,1233488.5226545513
2031-03-31,4.00000000000007,2.0000000000000684,1.098628385697407,1.2047816985217106,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,929766.9287535904,1028114.9986762378,29217.72124909179,1716881.5730929547,31473.953375124947,1819377.3195295234,8175.957940567888,482639.3052790207,9293.935031057228,533426.5869006822,3445.0,196365.0,2667.0,152019.0,6112.0,348384.0,5192.838701667514,310103.5944988117,1412.6705810671308,84361.22325366444,6605.509282734645,394464.8177524762,1946021.0167177445,1213544.9760967717,9620794.809064979,6257680.945803288,3363113.8632616904,9600.000000000038,547200.0,3930.351786165584,218939.97517659474,0.0,0.0,9611.999999999967,547884.0,19212.00000000022,1993600.0277291269,13542.351786165711,1247030.874440717
2031-04-30,4.00000000000007,2.0000000000000684,1.1004428597969838,1.2087258402970262,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,944717.7692293524,1045174.7194103745,29190.511922979465,1746072.0850159342,31461.554190975534,1850838.873720499,8167.8723794153275,490807.177658436,9293.18798761759,542719.7748882998,3445.0,199810.0,2667.0,154686.0,6112.0,354496.0,5184.276447622635,315287.8709464343,1410.3412877669289,85771.56454143138,6594.617735389564,401059.43548786576,1963508.2765137893,1225882.7054772014,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999962,556800.0,3933.5920823130323,222873.56725890777,0.0,0.0,9611.999999999996,557496.0,19211.99999999985,2012812.0277291266,13545.592082312844,1260576.4665230298
2031-05-31,4.00000000000007,2.0000000000000684,1.102260330648056,1.2126828941661785,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,959627.7863416927,1062204.914668584,29163.466784931028,1775235.5518008652,31449.28418467251,1882288.1579051714,8159.859275866272,498967.0369343023,9292.496054000358,552012.2709423001,3445.0,203255.0,2667.0,157353.0,6112.0,360608.0,5175.72831151951,320463.5992579538,1408.0158351408027,87179.58037657218,6583.744146660312,407643.1796345261,1980966.7023002445,1238203.3346604104,9620794.809064979,6257680.945803288,3363113.8632616904,9600.000000000031,566400.0,3936.835049854765,226810.40230876254,0.0,0.0,9611.99999999998,567108.0,19212.000000000116,2032024.0277291266,13548.835049854799,1274125.3015728847
2031-06-30,4.00000000000007,2.0000000000000684,1.104080803200003,1.2166529024000023,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,974497.1935841232,1079205.7443545426,29136.585757466644,1804372.137558332,31437.14332773132,1913725.3012329028,8151.918606201496,507118.9555405038,9291.859230763925,561304.1301730641,3445.0,206700.0,2667.0,160020.0,6112.0,366720.0,5167.194270079656,325630.7935280335,1405.6942168560258,88585.2745934282,6572.8884869356825,414216.0681214618,1998396.341620299,1250506.8945157938,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999984,576000.0,3940.080690993085,230750.48299975562,0.0,0.0,9611.999999999958,576720.0,19211.999999999836,2051236.0277291264,13552.080690993174,1287677.382263878
2031-07-31,4.00000000000007,2.0000000000000684,1.105904282410377,1.220635907407717,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,989326.2040506583,1096177.3681097,29109.86876354672,1833482.0063218786,31425.13159202091,1945150.4328249237,8144.050346895958,515263.0058873997,9291.277518617302,570595.4076916814,3445.0,210145.0,2667.0,162687.0,6112.0,372832.0,5158.674300062976,330789.4678280965,1403.3764265903137,89988.65102001851,6562.0507266532895,420778.1188481151,2015797.2419387512,1262793.4158640513,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999976,585600.0,3943.3290079322037,234693.81200768784,0.0,0.0,9611.999999999976,586332.0,19211.999999999847,2070448.0277291262,13555.329007932021,1301232.7112718099
2031-08-31,4.00000000000007,2.0000000000000684,1.1077307732449195,1.2246319517373783,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1004115.0304368659,1113119.945314015,29083.31572657296,1862565.3220484515,31413.2489497625,1976563.681774686,8136.254474618728,523399.2603620184,9290.75091842018,579886.1586101016,3445.0,213590.0,2667.0,165354.0,6112.0,378944.0,5150.168378267688,335939.63620636414,1401.0624580318058,91389.71347805033,6551.230836299494,427329.34968441457,2033169.4506421362,1275062.9294772702,9620794.809064979,6257680.945803288,3363113.8632616904,9600.000000000036,595200.0,3946.580002878165,238640.392010566,0.0,0.0,9611.99999999997,595944.0,19212.00000000022,2089660.0277291264,13558.580002878189,1314791.291274688
2031-09-30,4.00000000000007,2.0000000000000684,1.1095602806775724,1.2286410780763328,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1018863.8850409152,1130033.6350866891,29056.926570386502,1891622.248618838,31401.495373529924,2007965.177148216,8128.530966232655,531527.7913282511,9290.279431182797,589176.4380412843,3445.0,217035.0,2667.0,168021.0,6112.0,385056.0,5141.67648153027,341081.3126878944,1398.75230487905,92788.46578292937,6540.42878640932,433869.7784708239,2050513.0150388544,1287315.4660790064,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999949,604800.0,3949.8336780387463,242590.22568860473,0.0,0.0,9611.999999999969,605556.0,19212.000000000022,2108872.0277291266,13561.833678038742,1328353.1249527268
2031-10-31,4.00000000000007,2.0000000000000684,1.1113928096904928,1.232663329251675,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1033572.979764624,1146918.596286903,29030.701219269362,1920652.9498381072,31389.870836249436,2039355.0479844655,8120.879798795014,539648.6711270461,9289.863058066072,598466.3010993504,3445.0,220480.0,2667.0,170688.0,6112.0,391168.0,5133.198586725392,346214.5112746198,1396.445960840983,94184.91174377035,6529.644547566375,440399.42301839025,2067827.982359303,1299551.0563443662,9620794.809064979,6257680.945803288,3363113.8632616904,9599.99999999998,614400.0,3953.0900356236207,246543.31572422833,0.0,0.0,9611.999999999967,615168.0,19211.999999999633,2128084.027729126,13565.09003562364,1341918.2149883504
2031-11-30,4.00000000000007,2.0000000000000684,1.1132283652740662,1.2366987482307041,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1048242.5261145033,1163774.987514546,29004.63959794229,1949657.5894360496,31378.37531119959,2070733.423295665,8113.300949556765,547761.9720766029,9289.501800381355,607755.8028997318,3445.0,223925.0,2667.0,173355.0,6112.0,397280.0,5124.734670765853,351339.24594538566,1394.1434196369155,95579.05516340726,6518.878090402768,446918.301108793,2085114.399756002,1311769.7309000897,9620794.809064979,6257680.945803288,3363113.8632616904,9600.00000000002,624000.0,3956.3490778442524,250499.6648020726,0.0,0.0,9612.000000000025,624780.0,19212.000000000044,2147296.027729126,13568.3490778442,1355486.5640661947
2031-12-31,4.00000000000007,2.0000000000000684,1.11506695242692,1.2407473781213827,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1062872.7352028002,1180602.9671109505,28978.741631567023,1978636.3310676166,31367.008772011788,2102100.432067677,8105.794395962605,555867.7664725655,9289.195659590643,617044.9985593224,3445.0,227370.0,2667.0,176022.0,6112.0,403392.0,5116.284710602521,356455.5306559882,1391.844674996514,96970.89983840377,6508.129385599035,453426.43049439206,2102372.314303724,1323971.5203246297,9620794.809064979,6257680.945803288,3363113.8632616904,9600.000000000002,633600.0,3959.6108069139286,254459.27560898653,0.0,0.0,9612.000000000045,634392.0,19212.000000000153,2166508.027729126,13571.61080691408,1369058.1748731087
2032-01-31,4.00000000000007,2.0000000000000684,1.1169085761559376,1.2448092621727977,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1077463.8177485396,1197402.693159621,28953.00724574345,2007589.33831336,31355.77119266911,2133456.203260346,8098.360115651098,563966.1265882165,9288.94463730639,626333.9431966288,3445.0,230815.0,2667.0,178689.0,6112.0,409504.0,5107.84868322427,361563.3793392125,1389.5497206597838,98360.44955906355,6497.398403884054,459923.8288982761,2119601.7729996215,1336156.4551482357,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999978,643200.0,3962.8752250477305,258422.15083403426,0.0,0.0,9611.999999999969,644004.0,19211.999999999844,2185720.027729126,13574.875225047545,1382633.0500981563
2032-02-29,4.00000000000007,2.0000000000000684,1.118753241476271,1.2488844437756226,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1092015.9840785628,1214174.3234869624,28927.436366511385,2036516.7746798713,31344.662547507014,2164800.8658078527,8090.998086454585,572057.1246746711,9288.748735292029,635622.6919319208,3445.0,234260.0,2667.0,181356.0,6112.0,415616.0,5099.426565657914,366662.8059048704,1387.2585503770522,99747.7081094406,6486.685116034966,466410.5140143111,2136802.822763356,1348324.565853034,9620794.809064979,6257680.945803288,3363113.8632616904,9600.000000000016,652800.0,3966.1423344627187,262388.293168497,0.0,0.0,9611.99999999997,653616.0,19212.000000000196,2204932.027729126,13578.142334462742,1396211.1924326192
2032-03-31,4.00000000000007,2.0000000000000684,1.120600953411356,1.2529729664625802,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1106529.4441285657,1230918.0156630087,28902.02892034957,2065418.803600221,31333.682811213126,2196134.548619066,8083.708286398981,580140.8329610701,9288.607955461128,644911.299887382,3445.0,237705.0,2667.0,184023.0,6112.0,421728.0,5091.018334968147,371753.8242398385,1384.971157908951,101132.67926734955,6475.989492877098,472886.5035071882,2153975.5104372245,1360475.8828731081,9620794.809064979,6257680.945803288,3363113.8632616904,9599.999999999967,662400.0,3969.412137377541,266357.7053058745,0.0,0.0,9612.000000000025,663228.0,19211.99999999989,2224144.027729126,13581.412137377463,1409792.6045699967
2032-04-30,4.00000000000007,2.0000000000000684,1.122451716992924,1.2570748739089086,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1121004.4074441332,1247633.9270021499,28876.78483417511,2094295.588434396,31322.83195882706,2227457.380577893,8076.490693703762,588217.3236547739,9288.522299878196,654199.8221872601,3445.0,241150.0,2667.0,186690.0,6112.0,427840.0,5082.623968257482,376836.44820809603,1382.6875370264002,102515.36680437595,6465.311505283882,479351.81501247204,2171119.882786288,1372610.436594582,9620794.809064979,6257680.945803288,3363113.8632616904,9599.99999999998,672000.0,3972.6846360128197,270330.38994188735,0.0,0.0,9612.000000000004,672840.0,19211.99999999998,2243356.027729126,13584.684636013031,1423377.2892060098
2032-05-31,4.00000000000007,2.0000000000000684,1.1243055372610178,1.261190209932827,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1135441.0831817745,1264322.2145638561,28851.70403534427,2123147.2924697404,31312.109965740427,2258769.4905436332,8069.345286781947,596286.6689415558,9288.491770758019,663488.3139580182,3445.0,244595.0,2667.0,189357.0,6112.0,433952.0,5074.243442666184,381910.6916507622,1380.4076815105902,103895.77448588655,6454.651124176774,485806.46613664884,2188235.986498499,1384728.257355698,9620794.809064979,6257680.945803288,3363113.8632616904,9599.99999999996,681600.0,3975.959832591047,274306.3497744784,0.0,0.0,9611.999999999965,682452.0,19211.999999999924,2262568.027729126,13587.959832590908,1436965.2490386008
2032-06-30,4.00000000000007,2.0000000000000684,1.1261624192640034,1.265319018496004,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1149839.680109954,1280983.0351534036,28826.786451651067,2151974.0789213916,31301.516807696735,2290071.00735133,8062.272044240057,604348.9409857958,9288.51637046634,672776.8303284845,3445.0,248040.0,2667.0,192024.0,6112.0,440064.0,5065.8767353722105,386976.56838613446,1378.131585152966,105273.90607103951,6444.008320525177,492250.474457174,2205323.8681848273,1396829.3754469007,9620794.809064979,6257680.945803288,3363113.8632616904,9599.99999999998,691200.0,3979.237729336373,278285.5875038148,0.0,0.0,9612.000000000047,692064.0,19212.000000000233,2281780.0277291266,13591.237729336368,1450556.4867679372
